"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"723","Helge Grans","PHI","D","6","86.75","0","1","0","1","1","33.33","5","0.00","0.38","13","8","6","2","1","1","2","1","1","0","0","0","8","2","4","10","5","0","0","-"
"728","Isaak Phillips","CHI","D","3","35.683333333333","1","0","0","0","1","50.00","3","33.33","0.04","5","3","0","0","0","0","0","0","0","0","0","0","2","0","3","2","4","0","0","-"
"730","Ethan Cardwell","S.J","R","6","69.183333333333","1","0","0","0","1","50.00","5","20.00","0.58","11","8","5","2","1","2","2","1","1","0","0","2","5","1","8","1","3","1","1","50.00"
"733","Callahan Burke","VGK","C","7","75.883333333333","1","0","0","0","1","25.00","12","8.33","1.41","17","15","10","4","1","0","2","1","1","0","0","0","3","0","0","8","3","1","0","100.00"
"737","Ilya Solovyov","CGY","D","5","78.35","0","1","1","0","1","100.00","6","0.00","0.06","18","9","3","0","1","2","2","1","1","0","0","1","6","3","12","11","8","0","0","-"
"752","Dylan Duke","T.B","L","2","15.716666666667","1","0","0","0","1","100.00","1","100.00","0.09","1","1","1","1","0","0","0","0","0","0","0","0","0","0","5","3","0","0","0","-"
"778","Ryan Winterton","SEA","C","8","82.933333333333","0","1","1","0","1","33.33","8","0.00","0.53","12","8","6","1","0","0","0","0","0","0","0","2","3","0","13","5","4","0","1","0.00"
"791","Tyson Kozak","BUF","C","11","114.55","1","0","0","0","1","50.00","6","16.67","1.7","22","16","14","9","1","4","0","0","0","0","0","1","9","1","11","7","16","38","41","48.10"
"794","Arshdeep Bains","VAN","L","13","136.55","1","0","0","0","1","33.33","8","12.50","1.44","16","12","8","5","1","1","0","0","0","0","0","0","4","1","17","7","7","3","1","75.00"
"796","Declan Carlile","T.B","D","3","39.016666666667","1","0","0","0","1","50.00","3","33.33","0.12","8","6","2","0","0","0","0","0","0","0","0","0","3","0","1","4","2","0","0","-"
"797","Owen Beck","MTL","C","10","99.5","0","1","0","1","1","50.00","10","0.00","1.04","17","14","8","4","2","0","0","0","0","0","0","2","8","0","19","20","7","19","14","57.58"
"811","Brad Lambert","WPG","C","5","58.033333333333","0","1","0","1","1","100.00","1","0.00","0.17","9","4","4","2","0","0","2","1","1","0","0","0","1","0","5","4","4","5","10","33.33"
"821","Simon Nemec","N.J","D","14","214.95","0","1","0","1","1","12.50","10","0.00","0.52","28","17","10","0","1","0","6","3","3","0","0","0","9","4","1","8","13","0","0","-"
"825","Matt Savoie","EDM","C","3","36.666666666667","0","1","1","0","1","50.00","3","0.00","0.73","10","7","9","3","0","1","0","0","0","0","0","0","1","0","3","1","1","0","1","0.00"
"830","Lucas Condotta","MTL","L","7","57.416666666667","1","0","0","0","1","50.00","5","20.00","0.51","10","7","7","2","0","0","0","0","0","0","0","0","2","0","10","3","3","17","12","58.62"
"833","Georgii Merkulov","BOS","C","5","66.266666666667","0","1","1","0","1","33.33","6","0.00","0.59","8","7","5","2","1","2","2","1","1","0","0","1","2","1","2","6","5","0","1","0.00"
"836","Adam Klapka","CGY","R","13","106.16666666667","1","0","0","0","1","50.00","16","6.25","1.25","28","23","14","9","2","2","15","6","5","1","0","4","3","2","43","14","11","3","5","37.50"
"837","Elias Pettersson","VAN","D","10","123.78333333333","0","1","1","0","1","33.33","8","0.00","0.51","32","20","5","0","0","3","2","1","1","0","0","4","9","0","14","12","6","0","0","-"
"842","Parker Ford","WPG","C","3","23.5","1","0","0","0","1","50.00","2","50.00","0.44","4","4","2","2","0","1","2","1","1","0","0","0","2","2","5","3","1","0","0","-"
"849","Calum Ritchie","COL","C","7","89.466666666667","1","0","0","0","1","50.00","11","9.09","1.57","20","17","13","8","0","2","0","0","0","0","0","0","4","1","6","8","2","3","4","42.86"
"858","Justin Hryckowian","DAL","C","5","39.4","0","1","1","0","1","100.00","3","0.00","0.25","4","4","2","1","0","2","0","0","0","0","0","1","2","0","8","8","0","3","2","60.00"
"862","Arttu Hyry","DAL","R","5","45.416666666667","0","1","1","0","1","100.00","5","0.00","0.24","8","5","2","1","0","1","0","0","0","0","0","1","1","1","4","3","3","11","5","68.75"
"63","Nick Leddy","STL","D","12","230.15","0","0","0","0","0","0.00","12","0.00","0.44","27","17","10","1","1","5","0","0","0","0","0","0","18","5","2","7","10","0","0","-"
"87","Calle Jarnkrok","TOR","C","1","8.3833333333333","0","0","0","0","0","-","0","-","0.21","5","2","3","1","0","1","0","0","0","0","0","0","0","0","2","2","0","0","0","-"
"95","Alex Petrovic","DAL","D","3","35.216666666667","0","0","0","0","0","-","1","0.00","0.09","8","4","1","0","0","1","2","1","1","0","0","0","2","0","8","6","3","0","0","-"
"101","Austin Watson","DET","L","2","14","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","2","1","1","0","0","0","1","0","6","2","0","0","0","-"
"106","Erik Gudbranson","CBJ","D","3","47.316666666667","0","0","0","0","0","0.00","1","0.00","0.04","5","2","1","0","0","0","2","1","1","0","0","0","3","0","3","3","3","0","0","-"
"113","Jani Hakanpää","TOR","D","2","28.166666666667","0","0","0","0","0","0.00","2","0.00","0.03","5","2","1","0","1","0","0","0","0","0","0","0","6","0","1","2","4","0","0","-"
"123","Travis Boyd","MIN","C","3","23.416666666667","0","0","0","0","0","-","0","-","0.07","3","1","1","1","0","1","0","0","0","0","0","0","2","0","1","2","3","0","0","-"
"133","Mike Reilly","NYI","D","11","173.26666666667","0","0","0","0","0","0.00","15","0.00","0.67","38","28","7","0","0","2","2","1","1","0","0","1","12","1","3","14","4","0","0","-"
"168","Brendan Gaunce","MIN","C","7","70.033333333333","0","0","0","0","0","-","5","0.00","0.6","13","9","5","1","0","2","4","2","2","0","0","0","7","2","8","5","1","17","21","44.74"
"198","Dominic Toninato","WPG","C","4","32.216666666667","0","0","0","0","0","-","2","0.00","0.05","3","3","1","0","0","0","0","0","0","0","0","0","1","0","4","2","1","1","0","100.00"
"204","Matthew Benning","S.J","D","7","91.283333333333","0","0","0","0","0","0.00","7","0.00","0.42","15","9","3","1","0","3","4","2","2","0","0","2","4","1","9","9","10","0","0","-"
"207","Ben Hutton","VGK","D","5","55.833333333333","0","0","0","0","0","0.00","6","0.00","0.17","9","8","2","0","0","0","0","0","0","0","0","0","0","0","3","9","5","0","0","-"
"210","Kurtis MacDermid","N.J","L","21","120.8","0","0","0","0","0","0.00","6","0.00","0.8","14","11","10","6","1","2","23","7","4","3","0","4","9","0","36","8","7","0","0","-"
"211","Scott Sabourin","S.J","R","1","10.45","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","-"
"239","Robert Hagg","VGK","D","2","22.283333333333","0","0","0","0","0","-","0","-","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","11","2","2","0","0","-"
"240","Steven Santini","T.B","D","1","11.616666666667","0","0","0","0","0","0.00","1","0.00","0.06","3","3","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","-"
"263","Dakota Mermis","UTA","D","1","10.783333333333","0","0","0","0","0","0.00","2","0.00","0.08","5","2","3","1","0","1","2","1","1","0","0","0","0","0","0","0","1","0","0","-"
"266","Conor Sheary","T.B","L","5","56.666666666667","0","0","0","0","0","0.00","3","0.00","0.62","8","5","5","3","0","0","4","2","2","0","0","2","0","0","2","5","1","0","1","0.00"
"269","Patrick Brown","BOS","C","2","22.066666666667","0","0","0","0","0","-","3","0.00","0.26","4","4","3","2","1","0","2","1","1","0","0","0","1","1","5","0","2","2","3","40.00"
"283","Sonny Milano","WSH","L","3","21.633333333333","0","0","0","0","0","-","4","0.00","0.5","4","4","4","2","0","1","0","0","0","0","0","1","1","0","1","3","0","0","0","-"
"304","Mark Friedman","VAN","D","5","70.316666666667","0","0","0","0","0","0.00","4","0.00","0.1","8","6","2","0","0","0","10","1","0","0","1","0","1","2","6","8","6","0","0","-"
"306","William Lagesson","DET","D","2","31.9","0","0","0","0","0","-","2","0.00","0.09","4","3","0","0","0","0","2","1","1","0","0","1","5","0","1","6","2","0","0","-"
"321","Bokondji Imama","PIT","L","7","37.133333333333","0","0","0","0","0","0.00","3","0.00","0.21","5","5","2","0","0","0","9","3","2","1","0","1","0","0","14","2","1","0","0","-"
"323","Dryden Hunt","CGY","L","1","12.55","0","0","0","0","0","-","2","0.00","0.16","4","2","2","1","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","-"
"330","Colin White","S.J","C","3","21.916666666667","0","0","0","0","0","-","1","0.00","0.47","3","3","3","2","0","0","0","0","0","0","0","0","1","0","2","5","1","3","10","23.08"
"335","Travis Dermott","EDM, MIN","D","19","233.18333333333","0","0","0","0","0","0.00","8","0.00","0.28","24","14","8","0","1","0","2","1","1","0","0","1","9","3","6","26","16","0","0","-"
"355","Caleb Jones","L.A","D","5","64.05","0","0","0","0","0","-","6","0.00","0.08","15","9","3","1","1","0","2","1","1","0","0","1","2","1","9","7","4","0","0","-"
"356","Noah Juulsen","VAN","D","35","570.16666666667","0","0","0","0","0","0.00","26","0.00","0.97","70","36","20","3","5","5","21","8","7","1","0","7","40","12","101","78","60","0","0","-"
"361","Guillaume Brisebois","VAN","D","3","47.416666666667","0","0","0","0","0","0.00","2","0.00","0.09","6","5","0","0","0","0","0","0","0","0","0","0","0","1","2","5","4","0","0","-"
"367","Kyle Capobianco","DAL","D","1","11.383333333333","0","0","0","0","0","-","0","-","0.01","1","1","0","0","0","0","4","2","2","0","0","0","0","1","1","1","0","0","0","-"
"409","Julien Gauthier","NYI","R","1","7.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","-"
"410","Rasmus Asplund","FLA","C","2","15.05","0","0","0","0","0","-","1","0.00","0.17","2","2","2","0","1","0","0","0","0","0","0","0","0","1","1","3","0","0","1","0.00"
"419","Kieffer Bellows","NSH","L","4","41.916666666667","0","0","0","0","0","-","7","0.00","0.54","12","9","3","2","0","1","0","0","0","0","0","1","4","1","9","3","1","0","0","-"
"421","Riley Tufte","BOS","L","5","40.4","0","0","0","0","0","-","0","-","0","3","0","1","0","0","0","4","2","2","0","0","1","2","0","6","3","1","1","1","50.00"
"423","Max Jones","BOS","L","7","70.066666666667","0","0","0","0","0","0.00","2","0.00","0.09","7","3","2","0","0","0","8","4","4","0","0","1","4","0","14","4","3","0","0","-"
"429","Givani Smith","COL, S.J","R","13","82.233333333333","0","0","0","0","0","-","6","0.00","0.52","11","8","2","2","1","1","18","6","4","2","0","3","2","2","20","5","5","0","0","-"
"432","Riley Stillman","CAR","D","2","9.5333333333333","0","0","0","0","0","-","1","0.00","0.02","1","1","0","0","0","0","5","1","0","1","0","1","0","0","3","3","0","0","0","-"
"444","Alex Nylander","TOR","L","5","49.433333333333","0","0","0","0","0","0.00","4","0.00","0.96","8","8","6","4","0","0","4","2","2","0","0","0","3","1","0","5","0","3","1","75.00"
"451","Michael Pezzetta","MTL","L","14","78.65","0","0","0","0","0","0.00","7","0.00","1.42","17","14","10","6","1","1","10","5","5","0","0","0","6","1","36","9","6","1","5","16.67"
"455","Nathan Clurman","PIT","D","1","11.083333333333","0","0","0","0","0","-","4","0.00","0.1","4","4","0","0","0","0","2","1","1","0","0","0","0","0","1","0","0","0","0","-"
"458","Dylan Coghlan","WPG","D","6","92.116666666667","0","0","0","0","0","0.00","9","0.00","0.46","23","18","4","0","1","6","4","2","2","0","0","0","8","2","2","4","7","0","0","-"
"462","Jeffrey Viel","BOS","L","3","21.883333333333","0","0","0","0","0","-","3","0.00","0.64","5","5","5","4","0","1","9","3","2","1","0","3","4","0","6","2","1","0","0","-"
"463","Alex Barré-Boulet","MTL","C","2","20.316666666667","0","0","0","0","0","0.00","0","-","0","1","0","1","0","0","0","2","1","1","0","0","0","0","1","2","1","0","0","0","-"
"464","Tye Felhaber","COL","L","5","27.583333333333","0","0","0","0","0","-","2","0.00","0.11","4","2","4","1","0","0","0","0","0","0","0","0","0","1","7","3","0","0","0","-"
"471","Kailer Yamamoto","UTA","R","3","32.016666666667","0","0","0","0","0","-","1","0.00","0.09","2","2","2","0","0","0","0","0","0","0","0","1","0","0","2","7","0","2","0","100.00"
"485","Jonas Rondbjerg","VGK","R","11","106.13333333333","0","0","0","0","0","0.00","9","0.00","0.6","16","13","9","1","1","1","0","0","0","0","0","1","1","3","2","20","4","1","4","20.00"
"495","Shane Bowers","N.J","C","4","33.016666666667","0","0","0","0","0","0.00","2","0.00","0.04","2","2","1","0","0","1","0","0","0","0","0","0","1","1","9","2","1","1","0","100.00"
"505","Ian Mitchell","BOS","D","2","26.8","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","2","0","0","-"
"518","Emil Bemstrom","PIT","C","4","41.2","0","0","0","0","0","-","4","0.00","0.64","8","5","8","4","1","1","0","0","0","0","0","0","4","1","1","4","0","0","0","-"
"521","Olle Lycksell","PHI","R","6","63.35","0","0","0","0","0","-","3","0.00","0.5","10","7","6","2","0","0","0","0","0","0","0","0","3","1","2","3","3","1","1","50.00"
"523","Ben Jones","MIN","C","26","217.93333333333","0","0","0","0","0","0.00","25","0.00","2.42","52","41","23","10","3","4","10","2","0","2","0","4","9","2","51","17","11","12","13","48.00"
"547","Alexander Alexeyev","WSH","D","5","66.1","0","0","0","0","0","0.00","4","0.00","0.08","8","6","1","0","0","1","0","0","0","0","0","0","2","0","6","9","10","0","0","-"
"548","Patrick Giles","FLA","R","9","66.45","0","0","0","0","0","0.00","4","0.00","0.32","6","6","4","1","0","1","0","0","0","0","0","0","5","0","15","6","4","14","33","29.79"
"549","Michael Callahan","BOS","D","11","144.38333333333","0","0","0","0","0","0.00","4","0.00","0.14","13","7","4","0","0","1","0","0","0","0","0","0","8","1","4","13","10","0","0","-"
"556","Grigori Denisenko","VGK","L","1","8.45","0","0","0","0","0","-","0","-","0.08","2","1","0","0","0","0","2","1","1","0","0","0","0","0","5","0","0","0","1","0.00"
"561","Liam Foudy","NYI","C","2","14.9","0","0","0","0","0","-","1","0.00","0.1","3","1","2","1","0","0","0","0","0","0","0","0","0","1","0","3","1","0","0","-"
"567","Adam Ginning","PHI","D","1","12.8","0","0","0","0","0","-","0","-","0","3","0","1","0","0","1","0","0","0","0","0","0","1","0","1","3","1","0","0","-"
"573","Jan Jenik","OTT","C","2","15.383333333333","0","0","0","0","0","-","0","-","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","2","33.33"
"590","Spencer Stastney","NSH","D","8","130.15","0","0","0","0","0","0.00","5","0.00","0.44","15","10","4","1","1","0","0","0","0","0","0","1","10","1","1","10","9","0","0","-"
"592","Angus Crookshank","OTT","L","1","14.066666666667","0","0","0","0","0","0.00","3","0.00","0.34","4","4","2","2","0","0","0","0","0","0","0","0","1","0","1","1","1","0","1","0.00"
"594","Rafael Harvey-Pinard","MTL","L","1","8.9","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"597","Reese Johnson","MIN","C","3","28.583333333333","0","0","0","0","0","-","1","0.00","0.11","3","1","2","1","0","0","0","0","0","0","0","0","1","0","6","3","3","0","0","-"
"604","Jake Lucchini","NSH","C","2","21.883333333333","0","0","0","0","0","-","2","0.00","0.06","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","50.00"
"605","Corey Schueneman","STL","D","4","56.2","0","0","0","0","0","0.00","4","0.00","0.13","9","6","3","0","0","0","0","0","0","0","0","0","2","0","1","5","7","0","0","-"
"606","Mason Morelli","VGK","L","1","7.5166666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","-"
"611","Nolan Foote","N.J","L","2","21.533333333333","0","0","0","0","0","-","0","-","0.14","5","4","1","1","0","0","0","0","0","0","0","0","1","0","2","3","0","0","0","-"
"619","Raphael Lavoie","VGK","C","8","84.933333333333","0","0","0","0","0","0.00","10","0.00","1.47","25","17","11","7","1","4","2","1","1","0","0","1","3","0","14","9","0","0","2","0.00"
"621","Daniil Misyul","N.J","D","1","12.383333333333","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","-"
"623","Samuel Bolduc","NYI","D","1","5.9333333333333","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"633","Ryan Johnson","BUF","D","3","53","0","0","0","0","0","0.00","3","0.00","0.56","12","9","3","2","0","1","4","2","2","0","0","0","2","0","1","9","4","0","0","-"
"637","Ryan Suzuki","CAR","C","2","13.183333333333","0","0","0","0","0","0.00","0","-","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","4","42.86"
"645","Nathan Légaré","N.J","R","3","32.033333333333","0","0","0","0","0","-","3","0.00","0.37","4","3","3","2","0","1","0","0","0","0","0","0","0","0","12","0","1","0","0","-"
"648","Tobias Bjornfot","FLA","D","8","107.2","0","0","0","0","0","0.00","8","0.00","0.61","19","12","8","1","0","5","0","0","0","0","0","0","2","1","10","19","5","0","0","-"
"667","Maxwell Crozier","T.B","D","5","83.45","0","0","0","0","0","0.00","9","0.00","0.42","20","13","3","1","1","2","0","0","0","0","0","0","6","0","11","9","6","0","0","-"
"671","Matt Stienburg","COL","C","8","48.716666666667","0","0","0","0","0","0.00","4","0.00","0.36","8","6","5","4","1","0","22","4","1","2","1","5","3","0","16","7","1","0","0","-"
"676","Jacob Gaucher","PHI","C","4","29.366666666667","0","0","0","0","0","0.00","3","0.00","0.27","4","4","2","1","1","0","0","0","0","0","0","0","0","1","4","4","2","10","5","66.67"
"679","Connor Mackey","NYR","D","2","32.25","0","0","0","0","0","0.00","1","0.00","0.02","4","2","2","0","0","0","5","1","0","1","0","1","1","0","4","2","1","0","0","-"
"689","Jack Finley","T.B","C","1","8.4166666666667","0","0","0","0","0","0.00","1","0.00","0.1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","1","1","0","3","2","60.00"
"692","Daemon Hunt","MIN","D","1","8.0166666666667","0","0","0","0","0","-","2","0.00","0.05","5","3","2","0","1","0","0","0","0","0","0","0","0","1","1","0","2","0","0","-"
"696","Vasily Ponomarev","PIT","C","4","36.866666666667","0","0","0","0","0","-","4","0.00","0.06","7","4","2","0","0","1","2","1","1","0","0","0","2","2","1","6","1","1","4","20.00"
"697","Ozzy Wiesblatt","NSH","C","3","33.483333333333","0","0","0","0","0","0.00","1","0.00","0.16","2","2","2","1","0","0","0","0","0","0","0","1","1","0","5","7","1","0","0","-"
"710","Donovan Sebrango","OTT","D","2","20.616666666667","0","0","0","0","0","-","0","-","0","2","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"718","Brendan Brisson","VGK","C","9","88.8","0","0","0","0","0","0.00","7","0.00","0.55","18","12","7","2","0","2","0","0","0","0","0","0","1","1","9","11","0","0","0","-"
"742","Chase Bradley","COL","L","2","11.15","0","0","0","0","0","-","0","-","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3","1","0","0","-"
"747","Mike Hardman","N.J","L","1","8.4","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","1","0.00"
"754","Scott Morrow","CAR","D","2","22.883333333333","0","0","0","0","0","-","3","0.00","0.09","4","3","1","0","0","1","0","0","0","0","0","1","2","1","0","5","1","0","0","-"
"765","Oskar Olausson","COL","R","2","13.616666666667","0","0","0","0","0","-","3","0.00","0.1","3","3","2","0","0","0","0","0","0","0","0","0","2","0","1","3","2","0","0","-"
"774","James Malatesta","CBJ","L","2","21.133333333333","0","0","0","0","0","0.00","0","-","0.08","1","1","1","0","0","0","0","0","0","0","0","0","4","1","6","3","1","1","0","100.00"
"776","Brennan Othmann","NYR","L","4","40.8","0","0","0","0","0","0.00","5","0.00","0.62","11","7","6","3","0","1","0","0","0","0","0","0","1","0","7","3","1","0","0","-"
"777","Joshua Roy","MTL","R","4","43.766666666667","0","0","0","0","0","-","3","0.00","0.38","8","7","5","2","1","0","2","1","1","0","0","1","1","1","1","7","1","0","0","-"
"780","Fabian Lysell","BOS","R","1","11.533333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"781","Isak Rosen","BUF","R","2","18.25","0","0","0","0","0","-","1","0.00","0.01","3","1","1","1","1","0","0","0","0","0","0","0","2","1","0","2","0","0","0","-"
"788","Michael Milne","MIN","L","1","6.5666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-"
"808","Joakim Kemell","NSH","R","2","20.683333333333","0","0","0","0","0","0.00","8","0.00","1.08","11","9","7","4","0","2","0","0","0","0","0","1","1","0","4","5","1","0","0","-"
"809","Kevin Korchinski","CHI","D","9","150.96666666667","0","0","0","0","0","0.00","7","0.00","0.32","20","11","7","2","1","0","4","2","2","0","0","1","8","3","1","12","7","0","0","-"
"814","Tristan Luneau","ANA","D","6","99.333333333333","0","0","0","0","0","0.00","6","0.00","0.27","16","10","5","0","0","0","2","1","1","0","0","0","6","1","5","5","9","0","0","-"
"816","Rutger McGroarty","PIT","R","3","34.85","0","0","0","0","0","-","2","0.00","0.05","3","2","0","0","0","0","0","0","0","0","0","0","0","1","4","3","0","0","1","0.00"
"828","Brian Halonen","N.J","L","2","27.8","0","0","0","0","0","0.00","2","0.00","0.12","6","4","1","0","0","2","0","0","0","0","0","0","2","1","2","2","1","0","0","-"
"829","Owen Sillinger","CBJ","C","1","13.15","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","2","1","1","0","0","0","1","1","1","2","1","2","3","40.00"
"834","Ben Meyers","SEA","C","7","57.133333333333","0","0","0","0","0","-","3","0.00","0.3","7","3","6","4","0","0","2","1","1","0","0","0","1","1","6","5","1","22","20","52.38"
"838","Nikita Grebenkin","TOR","R","7","61.233333333333","0","0","0","0","0","0.00","2","0.00","0.36","6","4","5","4","0","1","2","1","1","0","0","1","1","1","13","9","1","1","0","100.00"
"848","Samuel Honzek","CGY","L","5","61.966666666667","0","0","0","0","0","0.00","6","0.00","1.24","8","8","8","5","0","1","2","1","1","0","0","1","4","1","6","6","2","0","1","0.00"
"851","Jason Polin","COL","R","2","10.366666666667","0","0","0","0","0","-","3","0.00","0.11","6","3","4","0","0","1","0","0","0","0","0","1","0","0","1","1","1","1","0","100.00"
"854","Nikolas Matinpalo","OTT","D","22","263.46666666667","0","0","0","0","0","0.00","28","0.00","0.96","57","41","6","1","5","6","12","6","6","0","0","1","18","6","10","54","13","0","0","-"
"856","Jett Luchanko","PHI","C","4","56.216666666667","0","0","0","0","0","0.00","3","0.00","0.82","10","6","7","4","0","1","2","1","1","0","0","2","1","1","6","3","0","17","20","45.95"
"859","Jacob Quillan","TOR","C","1","5.35","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"864","Jere Innala","COL","L","15","103.8","0","0","0","0","0","0.00","4","0.00","1.03","15","12","10","7","0","0","2","1","1","0","0","2","2","1","19","12","5","1","2","33.33"
"865","Nikita Prishchepov","COL","C","10","63.666666666667","0","0","0","0","0","0.00","4","0.00","0.16","10","7","3","1","2","1","0","0","0","0","0","1","2","0","10","3","2","0","0","-"
